k,Easting,Northing
1-EBPEWPAXPA,832232,822786
1-EBPGWPSXPA,832262,822803
1-EBYGBPSXPA,832256,822827
1-EBYKBPEXPA,832279,822769
1-EBYPBPKXPA,832256,822755
1-EDAAPPSSPS,836535,821620
1-EDADBPEXPE,836893,822619
1-EDAPGPBHPS,836561,821276
1-EDAPPPDYPS,836664,821544
1-EDASBPYXPS,836401,821401
1-EDAYBPKJPS,836764,821032
1-EDBAGPSJPS,836070,822398
1-EDBDBPSHPS,836285,822367
1-EDBEGPPVPS,837111,820942
1-EDBKPPBRPS,836822,821280
1-EDBWBPPXPS,837031,820928
1-EDDGBPEHPE,836839,822656
1-EDDSGPARPS,837234,821039
1-EDDSPPPXPS,836358,822646
1-EDDWGPPXPS,837151,820943
1-EDEBBPAYPE,836845,822522
1-EDEDGPAXPS,837227,821160
1-EDEGWPYAPS,836398,820997
1-EDEWGPKXPS,836765,821052
1-EDGABPSSPS,836446,822355
1-EDGBBPEXPE,836781,822386
1-EDGPBPWYES,836506,821646
1-EDGSWPBXPS,836732,821209
1-EDGYBPSRPS,836254,822373
1-EDKAGPSJPS,836107,822389
1-EDKDBPEXPE,836920,822601
1-EDKGBPSXPS,836342,822396
1-EDKGGPKSPS,836765,821052
1-EDKGWPESPS,836655,821516
1-EDKGWPKXPS,836742,821547
1-EDKKGPASPS,837231,821128
1-EDKPGPSSPS,836203,822375
1-EDKYWPAOPS,836639,821631
1-EDPAGPWXPS,836584,821549
1-EDPBBPAYPE,836880,822504
1-EDPBGPGAPS,836860,821279
1-EDPDBPEOPE,836867,822638
1-EDPPWAPRPS,836655,821371
1-EDPPWAPXPE,836957,822543
1-EDPPWKPRPS,836484,821213
1-EDPPWSPXPS,837087,820932
1-EDPPWYPSPS,836759,821008
1-EDPWBPAAPS,837228,820980
1-EDPWGPAVPS,837233,821227
1-EDSBGPKJPS,836765,821052
1-EDSKBPGRPS,836914,821249
1-EDSPGPARPE,836909,822556
1-EDSPWAPEPS,836418,822679
1-EDSPWEPSPS,836813,820789
1-EDSPWKPYPS,837505,821082
1-EDSPWPPEPS,837035,820994
1-EDSPWYPAPS,836816,820858
1-EDWAPPKJPS,836577,820930
1-EDWBPPBJPS,836831,821303
1-EDWKGPPAPS,837129,820944
1-EDWWGPAJPS,837228,821251
1-EDYBGPAAPS,837230,821140
1-EDYEWPDSPS,836598,821374
1-EDYKBPDXPS,836445,822777
1-EDYWBPPAPS,837056,820929
1-EEAABPAEPY,835397,819404
1-EEAABPBJPS,835333,820744
1-EEAAGPPEPW,835322,819827
1-EEAAPPDXPE,835442,820741
1-EEABBPAJPS,835379,820364
1-EEABGPKRPB,835649,818526
1-EEABPPKYPW,835462,819752
1-EEABPPYYPD,835608,819997
1-EEABWPYJPS,835132,820708
1-EEADPPBRPB,835456,818644
1-EEADWPERPS,834630,820099
1-EEADWPYRPS,835117,820725
1-EEAEBPBXPD,835649,819646
1-EEAEGPKRPB,835649,818664
1-EEAEPPDRPS,835319,820516
1-EEAEPPEJPS,834552,820360
1-EEAEWPEJPS,834677,820101
1-EEAGBPGJPB,835509,818544
1-EEAGGPSJPS,835185,820672
1-EEAGPPPXPD,835585,820030
1-EEAGWPPOPG,835765,818633
1-EEAGWPSYPD,835783,820025
1-EEAKBPDYPB,835583,818785
1-EEAKBPPJPB,835442,818654
1-EEAKBPWSPE,835553,820470
1-EEAKBPYSPW,835252,819794
1-EEAKGPAYPD,835534,819951
1-EEAKGPDEPE,835536,820248
1-EEAKPPEYPW,835298,819640
1-EEAKPPGAPW,835413,819605
1-EEAKPPWJPS,835028,820791
1-EEAKPPYOPW,835459,819626
1-EEAKPPYXPD,835608,819997
1-EEAPBPYOPW,835218,819789
1-EEAPPPWRPS,835057,820772
1-EEAPWPDEPE,835505,820403
1-EEASBPKRPB,835618,818535
1-EEASGPGRPB,835520,818592
1-EEASWPDYPE,835505,820408
1-EEASWPGYPE,835396,820788
1-EEASWPYRPS,835168,820677
1-EEAWGPDJPS,835284,820343
1-EEAWGPGHPY,835478,819342
1-EEAWGPPRPE,835594,820378
1-EEAYGPDJPB,835553,818657
1-EEAYGPKHPW,835491,819784
1-EEAYGPPAPW,835313,819857
1-EEAYGPPJPB,835472,818775
1-EEAYPPDXPS,835125,820525
1-EEAYPPEVPW,835304,819610
1-EEAYWPGJPB,835563,819062
1-EEAYWPYRPS,835079,820753
1-EEBABPYSPW,835242,819795
1-EEBAPPDXPW,835435,819583
1-EEBAPPYJPS,835309,820405
1-EEBBBPBJPB,835512,818748
1-EEBBBPGRPS,835402,820237
1-EEBBGPDJPB,835559,818687
1-EEBBGPPJPB,835467,818752
1-EEBBGPSSPE,835517,820765
1-EEBBWPDEPE,835501,820426
1-EEBBWPERPS,834651,820092
1-EEBBWPPYPD,835695,819842
1-EEBDBPBOPW,835330,819858
1-EEBDBPGXPE,835585,820688
1-EEBDGPARPS,835073,820613
1-EEBDGPDJPS,835290,820318
1-EEBDGPDYPG,835661,819281
1-EEBDGPGJPB,835530,818631
1-EEBDGPPJPE,835583,820382
1-EEBDPPDJPW,835425,819618
1-EEBDWPDOPE,835508,820436
1-EEBDWPYOPS,835111,820726
1-EEBEBPEOPW,835243,819906
1-EEBEGPAHPY,835557,819437
1-EEBEGPKRPB,835650,818668
1-EEBEGPKSPW,835507,819696
1-EEBEPPBXPY,835408,819460
1-EEBEPPGRPB,835476,818570
1-EEBEPPSEPW,835335,819575
1-EEBEPPWJPS,835041,820784
1-EEBEWPBYPG,835708,819018
1-EEBGGPKRPS,834965,820352
1-EEBGGPWRPB,835626,818643
1-EEBGGPYJPS,835130,820664
1-EEBGPPBJPS,835263,820140
1-EEBGWPWAPE,835902,820693
1-EEBGWPYXPS,835120,820715
1-EEBKBPGOPW,835220,819946
1-EEBKGPGHPE,835578,820781
1-EEBKPPAXPP,835614,819543
1-EEBKPPSJPD,835680,819927
1-EEBKPPYHPW,835460,819635
1-EEBKWPPXPD,835698,819837
1-EEBPBPESPW,835260,819906
1-EEBPGPSRPE,835533,820680
1-EEBPGPSRPS,835201,820442
1-EEBPGPYAPE,835546,820321
1-EEBPPPDRPS,835298,820514
1-EEBPPPSXPW,835336,819560
1-EEBPWPDRPS,835347,820212
1-EEBPWPEJPS,834697,820091
1-EEBPWPPRPS,835188,820802
1-EEBSBPDJPB,835590,818809
1-EEBSBPSRPS,835221,820330
1-EEBSGPWRPS,835043,820439
1-EEBSGPYYPE,835544,820332
1-EEBSWPSJPS,834692,820363
1-EEBWBPERPS,834931,820307
1-EEBWGPBXPW,835310,819965
1-EEBWGPGYPS,835330,820639
1-EEBWPPDRPS,835138,820524
1-EEBWPPYYPD,835604,820013
1-EEBWWPBJPS,835324,820689
1-EEBWWPDRPS,835320,820341
1-EEBWWPKJPB,835445,818602
1-EEBWWPSXPD,835781,820041
1-EEBYBPBYPD,835648,819661
1-EEBYBPGRPB,835515,818562
1-EEBYBPSSPS,835208,820421
1-EEBYPPYXPD,835605,820008
1-EEBYWPYAPB,835339,818745
1-EEBYWPYRPS,835075,820756
1-EEDABPDRPB,835586,818792
1-EEDABPPRPB,835440,818650
1-EEDAPPGYPD,835602,819904
1-EEDAWPERPS,834664,820101
1-EEDAWPKOPY,835420,819387
1-EEDAWPYRPB,835333,818724
1-EEDAWPYXPS,835146,820696
1-EEDBBPGRPB,835508,818540
1-EEDBBPYYPD,835660,819906
1-EEDBGPGXPD,835820,819877
1-EEDBPPKJPS,834940,820793
1-EEDBWPYOPY,835327,819314
1-EEDDBPASPY,835526,819429
1-EEDDBPBRPB,835517,818762
1-EEDDBPERPS,835029,820224
1-EEDDBPWSPE,,
1-EEDDGPDRPB,835555,818669
1-EEDDGPKYPB,835663,818583
1-EEDDGPPRPB,835471,818770
1-EEDDGPSOPG,835725,819081
1-EEDDGPSRPS,835197,820688
1-EEDDPPEXPW,835303,819615
1-EEDDWPEJPS,834630,820091
1-EEDEBPBYPW,835337,819826
1-EEDEBPDJPS,835342,820046
1-EEDEBPEJPS,835063,820202
1-EEDEBPYJPE,835549,820278
1-EEDEGPDJPB,835567,818717
1-EEDEGPGRPS,835354,820501
1-EEDEPPDJPS,835323,820513
1-EEDEPPDRPS,835365,820517
1-EEDEPPGXPD,835603,819900
1-EEDEPPKOPS,834982,820759
1-EEDEPPWXPE,835618,820127
1-EEDEPPYOPE,835497,820455
1-EEDEWPGSPY,835445,819503
1-EEDEWPSSPE,835660,820208
1-EEDGGPDXPY,835514,819349
1-EEDGPPBXPS,835267,820143
1-EEDGPPDJPB,835549,819131
1-EEDGPPWSPE,835614,820148
1-EEDGWPYSPE,835451,820791
1-EEDKBPBRPW,835335,819839
1-EEDKGPYJPS,835147,820650
1-EEDKPPKOPE,835473,820268
1-EEDPBPBAPW,835339,819812
1-EEDPBPGRPE,835600,820636
1-EEDPGPAJPS,835139,820560
1-EEDPGPBOPW,835324,819904
1-EEDPWPDJPB,835599,819130
1-EEDPWPGVPY,835447,819488
1-EEDPWPPRPS,835199,820803
1-EEDPWPSAPE,835666,820186
1-EEDSBPAYPY,835367,819401
1-EEDSBPGSPE,835598,820646
1-EEDSGPSXPS,835194,820457
1-EEDSPPYYPE,835498,820449
1-EEDSWPDXPD,835625,819904
1-EEDSWPYJPS,835168,820684
1-EEDWBPKRPB,835643,818644
1-EEDWBPYAPB,835336,818623
1-EEDWPPBHPE,835623,820562
1-EEDWPPEEPW,835307,819601
1-EEDWPPGXPW,835404,819643
1-EEDWWPGJPG,835692,819168
1-EEDYBPEAPS,834943,820297
1-EEDYBPEOPS,834943,820297
1-EEEABPDVPG,835669,819245
1-EEEABPDXPB,835587,818796
1-EEEABPERPW,835238,819903
1-EEEABPYXPS,834702,820751
1-EEEAGPAYPS,835115,820574
1-EEEAGPDSPB,835564,818703
1-EEEAPPWAPS,835033,820790
1-EEEAPPYYPD,835608,819989
1-EEEAPPYYPG,835776,818752
1-EEEAWPBYPD,835612,819864
1-EEEAWPDVPD,835620,819921
1-EEEAWPGEPS,835128,820474
1-EEEAWPGXPD,835638,819722
1-EEEBBPGRPW,835219,819951
1-EEEBBPGXPB,835507,818535
1-EEEBGPSAPS,835153,820635
1-EEEBGPWAPB,835630,818655
1-EEEBPPDAPS,835092,820519
1-EEEBWPASPS,835046,820700
1-EEEBWPDAPS,835336,820271
1-EEEBWPDOPY,835475,819551
1-EEEBWPEOPE,835686,820653
1-EEEBWPEXPS,834651,820101
1-EEEDGPAXPE,835649,820269
1-EEEDGPBSPB,835530,818833
1-EEEDGPDXPB,835556,818674
1-EEEDGPPXPB,835470,818766
1-EEEDGPYAPS,835124,820663
1-EEEDPPBAPS,835308,820153
1-EEEDPPDSPB,835548,819135
1-EEEDPPPXPS,834832,820158
1-EEEEBPKYPW,835525,819597
1-EEEEBPPRPW,835331,819759
1-EEEEBPSSPE,835544,820630
1-EEEEBPYAPW,835234,819789
1-EEEEGPBVPW,835319,819915
1-EEEEPPYXPD,835609,819985
1-EEEGBPGSPS,835401,820242
1-EEEGBPYAPB,835325,818582
1-EEEGGPBSPW,835314,819945
1-EEEGGPKXPS,834965,820308
1-EEEGPPGAPS,834697,820062
1-EEEGPPWOPW,835262,819584
1-EEEKBPWAPB,835576,818555
1-EEEKBPWYPD,835753,819726
1-EEEKBPYYPW,835247,819792
1-EEEKGPGXPS,835338,820586
1-EEEKGPKAPB,835653,818681
1-EEEKGPPRPE,835569,820376
1-EEEKPPKSPS,834954,820782
1-EEEKWPBOPY,835429,819513
1-EEEKWPYAPS,835139,820702
1-EEEPBPASPS,834583,820420
1-EEEPBPKAPB,835616,818527
1-EEEPGPGAPB,835519,818584
1-EEEPGPSXPS,835200,820438
1-EEEPGPYAPW,835227,819717
1-EEEPGPYXPE,835546,820316
1-EEEPPPDXPS,835291,820515
1-EEEPWPAAPS,835112,820645
1-EEEPWPBAPB,835636,818683
1-EEEPWPBVPY,835435,819486
1-EEEPWPYSPS,835176,820665
1-EEESBPEYPW,835254,819909
1-EEESBPSXPS,835221,820330
1-EEESGPDAPB,835570,818729
1-EEESGPGSPS,835362,820468
1-EEESGPKXPE,835509,820478
1-EEESGPPXPE,835542,820371
1-EEESPPBXPB,835451,818621
1-EEESPPDSPS,835308,820515
1-EEESWPDAPS,835355,820217
1-EEESWPDSPB,835600,819126
1-EEESWPEAPS,834691,820092
1-EEESWPPSPB,835376,818717
1-EEEWGPBSPS,834932,820142
1-EEEWGPESPE,835557,820766
1-EEEWGPKXPE,835545,820512
1-EEEWPPSXPB,835379,818584
1-EEEWPPSXPD,835668,819992
1-EEEWWPEYPP,835617,819531
1-EEEWWPYSPS,835067,820763
1-EEEYGPASPS,835062,820623
1-EEEYPPASPS,834598,820125
1-EEGABPWSPB,835582,818581
1-EEGAGPBAPW,835318,819927
1-EEGAGPGXPB,835525,818609
1-EEGAGPGXPD,835809,819876
1-EEGAGPWHPB,835635,818677
1-EEGAGPYHPW,835341,819788
1-EEGAPPBOPY,835403,819479
1-EEGAPPGVPW,835414,819600
1-EEGAPPSSPS,835271,820317
1-EEGAPPWXPS,835033,820790
1-EEGBBPASPS,835376,820367
1-EEGBBPKXPW,835518,819616
1-EEGBGPBXPB,835528,818824
1-EEGBGPSXPS,835153,820640
1-EEGBPPEOPW,835300,819630
1-EEGBPPGSPW,835412,819615
1-EEGBWPAAPS,835043,820702
1-EEGBWPBHPY,835426,819533
1-EEGBWPDXPS,835335,820275
1-EEGBWPYYPP,835667,819413
1-EEGDBPSSPG,835727,819054
1-EEGDBPYAPB,835332,818605
1-EEGDGPPVPW,835313,819854
1-EEGDGPYXPS,835124,820663
1-EEGDPPDXPS,835110,820522
1-EEGDPPGSPS,834683,820062
1-EEGEBPGSPS,835407,820214
1-EEGEWPESPS,834677,820092
1-EEGGBPBAPW,835332,819853
1-EEGGGPBSPW,835312,819949
1-EEGGGPDAPB,835557,818678
1-EEGGGPGYPY,835480,819329
1-EEGGGPPAPB,835469,818761
1-EEGGWPDHPY,835472,819560
1-EEGGWPEAPS,834637,820100
1-EEGGWPGXPS,835143,820476
1-EEGKBPAXPS,835386,820358
1-EEGKBPGAPB,835507,818530
1-EEGKBPPXPD,835734,819637
1-EEGKGPGYPD,835815,819874
1-EEGKPPKAPS,834951,820785
1-EEGKPPKSPW,835466,819735
1-EEGKPPWSPS,835023,820794
1-EEGKPPYVPW,835458,819640
1-EEGKWPDJPY,835476,819546
1-EEGPBPWAPE,835557,820445
1-EEGPGPGJPE,835582,820764
1-EEGPPPWHPS,835053,820775
1-EEGPWPAXPD,835593,819955
1-EEGPWPDYPD,835626,819899
1-EEGPWPYAPS,835175,820670
1-EEGSBPBXPB,835502,818713
1-EEGSBPWRPE,835555,820450
1-EEGSPPGRPW,835417,819575
1-EEGSPPGYPD,835603,819894
1-EEGSWPAYPD,835649,819963
1-EEGSWPEXPS,834684,820100
1-EEGSWPPJPY,835351,819502
1-EEGSWPSJPY,835570,819491
1-EEGWBPAAPS,835242,820485
1-EEGWBPYEPW,835268,819800
1-EEGWGPDYPD,835648,819790
1-EEGWGPKVPW,835489,819793
1-EEGWGPYXPS,835105,820674
1-EEGWPPBXPB,835466,818684
1-EEGWWPBYPY,835422,819556
1-EEGWWPDOPE,835506,820446
1-EEGWWPYAPS,835064,820766
1-EEGYBPEAPS,834947,820294
1-EEGYBPEOPS,834947,820294
1-EEGYGPDXPD,835649,819785
1-EEGYGPGAPB,835532,818639
1-EEGYGPGOPS,835332,820623
1-EEGYGPYSPS,835113,820672
1-EEGYPPYAPB,835618,818797
1-EEGYWPGHPE,835394,820798
1-EEKABPEAPS,835063,820202
1-EEKAGPAXPS,835111,820577
1-EEKAWPDAPS,835340,820254
1-EEKAWPGYPY,835444,819507
1-EEKAWPPYPD,835699,819831
1-EEKAWPYHPS,835146,820696
1-EEKBBPBHPW,835334,819845
1-EEKBBPPAPB,835446,818673
1-EEKBGPASPY,835314,819359
1-EEKBGPGAPE,835576,820795
1-EEKBGPKSPS,834912,820344
1-EEKDPPYSPS,834974,820644
1-EEKDPPYYPD,835606,820004
1-EEKDWPDAPB,835610,819064
1-EEKDWPSXPD,835783,820031
1-EEKDWPSXPE,835648,820279
1-EEKEBPAJPY,835371,819399
1-EEKEBPKSPB,835620,818540
1-EEKEBPSRPS,835215,820334
1-EEKEBPYSPS,834703,820738
1-EEKEGPDRPW,835352,819983
1-EEKEGPDSPS,835326,820138
1-EEKEGPGSPB,835523,818600
1-EEKEPPDOPE,835445,820719
1-EEKEWPDSPS,835345,820230
1-EEKEWPPXPB,835379,818725
1-EEKEWPYAPS,835159,820690
1-EEKGBPWSPB,835572,818538
1-EEKGPPKAPS,834935,820795
1-EEKGPPPSPS,834932,820138
1-EEKGPPYXPD,835608,819997
1-EEKGWPAEPW,835484,819627
1-EEKGWPKVPY,835415,819420
1-EEKGWPPSPS,835295,820811
1-EEKKBPSAPS,835214,820358
1-EEKKGPBSPB,835524,818807
1-EEKKGPBSPS,834912,820047
1-EEKKGPDVPY,835516,819336
1-EEKKGPDXPB,835562,818695
1-EEKKGPKXPS,834596,820221
1-EEKKPPARPE,835733,820662
1-EEKKWPAVPS,835054,820698
1-EEKKWPESPS,834657,820100
1-EEKKWPKRPY,835417,819407
1-EEKPBPAEPY,835359,819399
1-EEKPBPBSPB,835500,818704
1-EEKPGPBOPG,835718,818978
1-EEKPGPDSPB,835572,818737
1-EEKPGPPSPB,835459,818723
1-EEKPGPYXPS,835226,820585
1-EEKPPPBOPY,835411,819447
1-EEKPPPPRPS,835079,820108
1-EEKPWPGSPB,835577,818826
1-EEKPWPWJPE,835793,820669
1-EEKPWPYHPY,835331,819345
1-EEKSBPBEPW,835338,819817
1-EEKSBPPSPS,835011,820389
1-EEKSGPBVPW,835321,819909
1-EEKSGPKAPB,835645,818652
1-EEKSPPAEPE,835714,820661
1-EEKSPPKYPD,835840,820004
1-EEKSPPWAPS,835045,820781
1-EEKSWPGAPY,835446,819493
1-EEKWBPBAPB,835518,818775
1-EEKWBPGXPD,835799,819874
1-EEKWGPDAPB,835550,818649
1-EEKWGPWOPY,835328,819297
1-EEKWPPGSPS,834670,820070
1-EEKYGPGAPS,835332,820623
1-EEKYGPPAPE,835588,820380
1-EEKYPPBSPB,835463,818675
1-EEKYPPDXPB,835545,819154
1-EEKYPPGXPS,834677,820064
1-EEKYWPEAPS,834624,820092
1-EEKYWPKSPY,835413,819433
1-EEKYWPSSPE,835647,820283
1-EEKYWPSYPD,835782,820036
1-EEKYWPYVPY,835348,819324
1-EEPABPESPS,835063,820202
1-EEPABPGAPS,835406,820219
1-EEPABPKAPB,835621,818544
1-EEPAGPBAPE,835808,820655
1-EEPAGPGAPB,835523,818605
1-EEPAGPSSPS,835198,820470
1-EEPAPPWXPP,835672,819382
1-EEPAWPEAPS,834670,820100
1-EEPAWPGXPS,835120,820474
1-EEPAWPPAPB,835380,818734
1-EEPAWPPSPB,835381,818738
1-EEPBBPAAPB,835205,818703
1-EEPBBPESPS,835044,820213
1-EEPBBPEXPE,835579,820640
1-EEPBBPSAPE,835542,820650
1-EEPBGPBAPB,835527,818819
1-EEPBGPBSPE,835821,820657
1-EEPBGPWRPB,835630,818661
1-EEPBGPWXPY,835335,819486
1-EEPBGPYJPB,835348,818673
1-EEPBPPDAPB,835551,819117
1-EEPBPPEJPE,835641,820322
1-EEPBPPEJPW,835299,819635
1-EEPBPPSXPD,835672,819970
1-EEPBWPKAPB,835522,819020
1-EEPBWPPXPY,835344,819533
1-EEPDBPDSPS,835330,820078
1-EEPDBPEAPE,835578,820651
1-EEPDBPWVPY,835343,819441
1-EEPDGPBSPW,835314,819945
1-EEPDGPPXPW,835319,819832
1-EEPDGPSRPG,835727,819075
1-EEPDGPWYPD,835824,819743
1-EEPDPPBXPS,835276,820144
1-EEPDPPDAPS,835097,820522
1-EEPDPPEHPW,835301,819620
1-EEPDPPGAPB,835497,818620
1-EEPDWPASPS,835029,820714
1-EEPDWPEXPS,834638,820092
1-EEPDWPGXPD,835660,819727
1-EEPEGPBJPE,835802,820653
1-EEPEGPESPB,835609,819186
1-EEPEGPKRPS,834621,820221
1-EEPEGPKXPB,835646,818656
1-EEPEGPYHPS,835206,820596
1-EEPEPPDXPS,835313,820518
1-EEPEWPYSPS,835161,820684
1-EEPGBPBSPB,835514,818753
1-EEPGBPDXPB,835577,818762
1-EEPGBPEJPE,835578,820647
1-EEPGGPDSPB,835558,818682
1-EEPGGPWXPD,835817,819744
1-EEPGPPKJPW,835462,819756
1-EEPGPPPHPW,835340,819977
1-EEPGPPSSPE,835614,820270
1-EEPGWPAXPS,835040,820706
1-EEPGWPYAPS,835131,820714
1-EEPKBPBOPW,835336,819834
1-EEPKBPEXPS,835049,820205
1-EEPKGPBRPE,835814,820656
1-EEPKGPWSPS,834697,820721
1-EEPKPPWYPP,835672,819382
1-EEPKWPEXPP,835633,819448
1-EEPPBPBVPW,835347,819785
1-EEPPBPKYPY,835532,819571
1-EEPPGPBXPB,835519,818779
1-EEPPGPYAPS,835230,820581
1-EEPPPPWXPP,835669,819396
1-EEPPPPWXPS,835060,820769
1-EEPPWAPEPS,835112,820090
1-EEPPWAPXPB,835540,819185
1-EEPPWAPXPD,835842,819743
1-EEPPWAPXPE,835433,820532
1-EEPPWBPJPS,834650,820157
1-EEPPWBPXPB,835356,818629
1-EEPPWBPXPD,835855,819702
1-EEPPWBPXPE,835489,820541
1-EEPPWDPEPS,834778,820704
1-EEPPWDPHPW,835226,820387
1-EEPPWDPXPB,835429,818792
1-EEPPWEPEPE,835430,820796
1-EEPPWEPEPS,835139,820658
1-EEPPWEPJPS,835075,820217
1-EEPPWEPXPB,835485,819028
1-EEPPWEPXPD,835754,819693
1-EEPPWEPXPE,835563,820111
1-EEPPWGPAPW,835715,819997
1-EEPPWGPEPS,835333,820405
1-EEPPWGPJPS,834934,820251
1-EEPPWGPXPB,835524,818536
1-EEPPWGPXPE,835711,819946
1-EEPPWKPEPS,835027,820375
1-EEPPWKPXPD,835703,819799
1-EEPPWKPXPE,835599,820528
1-EEPPWPBAPS,834925,820207
1-EEPPWPPEPB,835373,818702
1-EEPPWPPEPE,835559,820128
1-EEPPWPSYPD,835818,819870
1-EEPPWSPEPE,835557,820132
1-EEPPWSPEPS,835328,820124
1-EEPPWSPJPS,835010,820319
1-EEPPWSPXPB,835580,819037
1-EEPPWSPXPD,835931,819709
1-EEPPWSPXPE,835516,820783
1-EEPPWSPXPY,835340,819463
1-EEPPWWPEPW,835208,820092
1-EEPPWWPHPS,835200,820725
1-EEPPWYPXPB,835629,818564
1-EEPPWYPXPE,835692,820635
1-EEPSBPASPY,835364,819398
1-EEPSBPBAPB,835501,818708
1-EEPSBPEXPS,835082,820182
1-EEPSBPGRPW,835224,819920
1-EEPSGPDAPB,835571,818732
1-EEPSPPDAPD,835704,819737
1-EEPSWPGXPB,835581,818829
1-EEPSWPYXPS,835175,820678
1-EEPWBPAAPE,835597,820247
1-EEPWBPDSPB,835572,818741
1-EEPWBPESPE,835576,820662
1-EEPWGPKXPW,835490,819789
1-EEPWGPSAPS,835223,820717
1-EEPWGPYAPE,835532,820393
1-EEPWPPARPE,835813,820681
1-EEPWPPBAPB,835464,818679
1-EEPWPPDHPE,835437,820784
1-EEPWPPEAPW,835305,819606
1-EEPWPPGXPD,835599,819917
1-EEPWWPDYPD,835614,819970
1-EEPWWPSAPE,835645,820292
1-EEPYBPERPE,835576,820658
1-EEPYBPGSPS,835400,820259
1-EEPYBPGXPB,835513,818558
1-EEPYBPKSPB,835633,818595
1-EEPYGPEXPY,835578,819491
1-EEPYGPGSPB,835531,818635
1-EEPYGPKXPS,834617,820420
1-EEPYGPPOPD,835728,819656
1-EEPYGPYJPE,835532,820388
1-EEPYPPYJPW,835454,819664
1-EEPYPPYSPB,835619,818804
1-EEPYWPDXPD,835614,819965
1-EEPYWPESPS,834623,820101
1-EESAGPAJPE,835617,820251
1-EESAGPGJPS,835353,820506
1-EESAGPKJPB,835652,818673
1-EESAGPSJPS,835191,820475
1-EESAPPSSPW,835334,819580
1-EESAWPKJPY,835421,819383
1-EESAWPPJPB,835384,818742
1-EESAWPPSPS,835235,820801
1-EESAWPYEPS,835149,820691
1-EESBPPKXPS,834945,820788
1-EESBPPPXPE,835572,820075
1-EESBPPWXPP,835681,819371
1-EESBWPBSPY,835427,819525
1-EESBWPEXPE,835667,820649
1-EESBWPKHPY,835416,819411
1-EESDPPSXPE,835614,820274
1-EESDPPYJPS,834975,820638
1-EESDWPKAPY,835414,819424
1-EESEBPBRPB,835509,818715
1-EESEBPYJPS,834703,820733
1-EESEGPDJPS,835326,820138
1-EESEGPKSPB,835647,818660
1-EESEGPSSPE,835515,820750
1-EESEGPYVPE,835544,820332
1-EESEPPERPB,835673,818499
1-EESEPPWRPS,835041,820784
1-EESEWPGEPY,835445,819498
1-EESEWPYXPY,835345,819346
1-EESGBPBXPW,835333,819848
1-EESGBPKJPS,837552,819346
1-EESGGPBRPB,835529,818829
1-EESGGPBXPE,835826,820660
1-EESGGPEJPE,835551,820759
1-EESGGPYRPS,835131,820658
1-EESGPPBRPS,835227,820129
1-EESGPPBXPD,835755,820057
1-EESGPPDXPW,835423,819602
1-EESGPPEJPB,835601,818499
1-EESGPPPJPE,835572,820075
1-EESGWPEXPP,835638,819474
1-EESGWPGHPY,835441,819526
1-EESGWPYVPE,835456,820785
1-EESKBPAJPS,835399,820344
1-EESKGPKXPE,835519,820488
1-EESKPPSXPD,835686,819917
1-EESKWPEJPS,834664,820092
1-EESKWPGJPY,835443,819511
1-EESPBPGRPB,835504,819207
1-EESPGPEXPE,835573,820668
1-EESPPPYXPD,835614,819976
1-EESPWPERPS,834697,820100
1-EESPWPGJPS,835113,820468
1-EESPWPGXPY,835447,819488
1-EESSBPYEPW,835227,819791
1-EESSGPDOPE,835544,820237
1-EESSGPEJPE,835568,820685
1-EESSGPSRPE,835521,820745
1-EESSGPSXPS,835194,820448
1-EESSPPBRPY,835410,819450
1-EESSPPKXPD,835825,819999
1-EESSPPPJPW,835209,819961
1-EESSPPSVPW,835336,819565
1-EESSPPWVPS,835049,820778
1-EESSPPYYPD,835614,819981
1-EESSWPKEPY,835423,819369
1-EESWBPGJPB,835515,818566
1-EESWBPSJPE,835538,820673
1-EESWGPBRPE,835839,820662
1-EESWPPEXPE,835636,820341
1-EESWPPGJPS,834670,820063
1-EESWPPSAPE,835612,820284
1-EESWWPKYPY,835411,819437
1-EESYGPARPY,835335,819362
1-EESYGPBAPE,835832,820663
1-EESYGPDJPB,835554,818661
1-EESYGPGOPS,835333,820619
1-EESYGPSJPS,835216,820709
1-EESYPPDOPW,835423,819623
1-EESYPPKXPB,835672,818803
1-EESYPPSJPE,835613,820279
1-EESYPPSYPD,835668,819988
1-EESYWPDJPS,835334,820290
1-EEWABPEHPW,835232,819905
1-EEWABPESPE,835580,820636
1-EEWABPWSPY,835352,819409
1-EEWAGPAJPS,835107,820585
1-EEWAGPBJPW,835318,819927
1-EEWAGPWRPB,835639,818670
1-EEWAPPKVPS,834958,820775
1-EEWAPPSYPD,835684,819904
1-EEWAPPWRPS,835028,820791
1-EEWAWPPRPS,835250,820801
1-EEWAWPYVPS,835146,820702
1-EEWBBPGHPW,835218,819955
1-EEWBBPPXPB,835448,818683
1-EEWBGPKJPB,835649,818526
1-EEWBGPSRPS,835182,820667
1-EEWBPPDXPB,835555,819122
1-EEWBPPGJPB,835495,818615
1-EEWBWPAVPW,835491,819592
1-EEWBWPDRPY,835474,819556
1-EEWBWPEJPS,834643,820099
1-EEWDGPDAPB,835554,818665
1-EEWDGPGAPS,835334,820614
1-EEWDPPBJPB,835461,818670
1-EEWDPPDOPE,835436,820773
1-EEWDWPDVPY,835472,819565
1-EEWDWPSAPE,835648,820279
1-EEWEBPAJPE,835564,820244
